gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
24,2017-04-30,boxscore,CHC,W,6,2,13-11,3,-2.5,3:28:00,208.0,N,36916,2017,13,11,0.54,Sunday
23,2017-04-29,boxscore,CHC,L,4,7,12-11,3,-3.5,3:00:00,180.0,D,36776,2017,12,11,0.52,Saturday
22,2017-04-28,boxscore,CHC,W,5,4,12-10,3,-2.5,3:28:00,208.0,N,37054,2017,12,10,0.55,Friday
21,2017-04-27,boxscore,NYY,L,0,3,11-10,3,-3.5,2:21:00,141.0,N,34054,2017,11,10,0.52,Thursday
20,2017-04-26,boxscore,NYY,L,1,3,11-9,3,-3.0,3:16:00,196.0,N,32072,2017,11,9,0.55,Wednesday
19,2017-04-23,boxscore,BAL,W,6,2,11-8,3,-2.0,3:34:00,214.0,D,35522,2017,11,8,0.58,Sunday
18,2017-04-22,boxscore,BAL,L,2,4,10-8,3,-3.0,2:47:00,167.0,N,35457,2017,10,8,0.56,Saturday
17,2017-04-21,boxscore,BAL,L,0,2,10-7,3,-2.0,3:20:00,200.0,N,34442,2017,10,7,0.59,Friday
16,2017-04-20,boxscore,TOR,W,4,1,10-6,3,-1.0,3:07:00,187.0,D,44283,2017,10,6,0.62,Thursday
15,2017-04-19,boxscore,TOR,L,0,3,9-6,3,-1.0,2:45:00,165.0,N,30842,2017,9,6,0.6,Wednesday
14,2017-04-18,boxscore,TOR,W,8,7,9-5,1,0.0,3:48:00,228.0,N,29281,2017,9,5,0.64,Tuesday
13,2017-04-17,boxscore,TBR,W,4,3,8-5,3,-1.0,3:07:00,187.0,D,37318,2017,8,5,0.62,Monday
12,2017-04-16,boxscore,TBR,W,7,5,7-5,3,-1.5,3:46:00,226.0,D,36209,2017,7,5,0.58,Sunday
11,2017-04-15,boxscore,TBR,W,2,1,6-5,3,-1.5,2:54:00,174.0,D,36686,2017,6,5,0.55,Saturday
10,2017-04-14,boxscore,TBR,L,5,10,5-5,4,-2.5,3:37:00,217.0,N,36813,2017,5,5,0.5,Friday
9,2017-04-13,boxscore,PIT,W,4,3,5-4,2,-1.5,3:15:00,195.0,D,32400,2017,5,4,0.56,Thursday
8,2017-04-12,boxscore,BAL,L,5,12,4-4,3,-1.5,3:46:00,226.0,N,32211,2017,4,4,0.5,Wednesday
7,2017-04-11,boxscore,BAL,W,8,1,4-3,3,-0.5,3:15:00,195.0,N,37497,2017,4,3,0.57,Tuesday
6,2017-04-10,boxscore,DET,L,1,2,3-3,3,-1.5,2:44:00,164.0,D,24672,2017,3,3,0.5,Monday
5,2017-04-09,boxscore,DET,W,7,5,3-2,3,-1.0,3:27:00,207.0,D,33662,2017,3,2,0.6,Sunday
4,2017-04-08,boxscore,DET,L,1,4,2-2,3,-2.0,3:05:00,185.0,D,32622,2017,2,2,0.5,Saturday
3,2017-04-07,boxscore,DET,L,5,6,2-1,2,-1.0,3:35:00,215.0,D,45013,2017,2,1,0.67,Friday
2,2017-04-05,boxscore,PIT,W,3,0,2-0,1,0.0,3:53:00,233.0,N,36137,2017,2,0,1.0,Wednesday
1,2017-04-03,boxscore,PIT,W,5,3,1-0,1,0.0,3:03:00,183.0,D,36594,2017,1,0,1.0,Monday
162,2016-10-02,boxscore,TOR,L,1,2,93-69,1,4.0,3:14:00,194.0,D,36787,2016,93,69,0.57,Sunday
161,2016-10-01,boxscore,TOR,L,3,4,93-68,1,5.0,3:29:00,209.0,N,37396,2016,93,68,0.58,Saturday
160,2016-09-30,boxscore,TOR,W,5,3,93-67,1,5.0,3:25:00,205.0,N,37661,2016,93,67,0.58,Friday
159,2016-09-29,boxscore,NYY,L,1,5,92-67,1,5.0,3:17:00,197.0,N,41597,2016,92,67,0.58,Thursday
158,2016-09-28,boxscore,NYY,L,3,5,92-66,1,5.0,3:28:00,208.0,N,35520,2016,92,66,0.58,Wednesday
157,2016-09-27,boxscore,NYY,L,4,6,92-65,1,5.0,3:09:00,189.0,N,35161,2016,92,65,0.59,Tuesday
156,2016-09-25,boxscore,TBR,W,3,2,92-64,1,5.5,4:01:00,241.0,D,26443,2016,92,64,0.59,Sunday
155,2016-09-24,boxscore,TBR,W,6,4,91-64,1,5.5,3:10:00,190.0,N,25641,2016,91,64,0.59,Saturday
154,2016-09-23,boxscore,TBR,W,2,1,90-64,1,5.5,2:52:00,172.0,N,20543,2016,90,64,0.58,Friday
153,2016-09-22,boxscore,BAL,W,5,3,89-64,1,5.5,3:19:00,199.0,N,26788,2016,89,64,0.58,Thursday
152,2016-09-21,boxscore,BAL,W,5,1,88-64,1,5.0,2:55:00,175.0,N,20865,2016,88,64,0.58,Wednesday
151,2016-09-20,boxscore,BAL,W,5,2,87-64,1,4.0,3:14:00,194.0,N,20387,2016,87,64,0.58,Tuesday
150,2016-09-19,boxscore,BAL,W,5,2,86-64,1,4.0,2:33:00,153.0,N,18456,2016,86,64,0.57,Monday
149,2016-09-18,boxscore,NYY,W,5,4,85-64,1,3.0,3:31:00,211.0,N,37306,2016,85,64,0.57,Sunday
148,2016-09-17,boxscore,NYY,W,6,5,84-64,1,3.0,3:36:00,216.0,D,37267,2016,84,64,0.57,Saturday
147,2016-09-16,boxscore,NYY,W,7,4,83-64,1,2.0,3:13:00,193.0,N,37927,2016,83,64,0.56,Friday
146,2016-09-15,boxscore,NYY,W,7,5,82-64,1,2.0,3:52:00,232.0,N,37767,2016,82,64,0.56,Thursday
145,2016-09-14,boxscore,BAL,L,0,1,81-64,1,1.0,2:35:00,155.0,N,37973,2016,81,64,0.56,Wednesday
144,2016-09-13,boxscore,BAL,L,3,6,81-63,1,2.0,3:29:00,209.0,N,38041,2016,81,63,0.56,Tuesday
143,2016-09-12,boxscore,BAL,W,12,2,81-62,1,2.0,2:40:00,160.0,N,37551,2016,81,62,0.57,Monday
142,2016-09-11,boxscore,TOR,W,11,8,80-62,1,2.0,3:46:00,226.0,D,47816,2016,80,62,0.56,Sunday
141,2016-09-10,boxscore,TOR,L,2,3,79-62,1,1.0,3:03:00,183.0,D,47829,2016,79,62,0.56,Saturday
140,2016-09-09,boxscore,TOR,W,13,3,79-61,1,2.0,3:23:00,203.0,N,46953,2016,79,61,0.56,Friday
139,2016-09-07,boxscore,SDP,W,7,2,78-61,1,1.0,3:01:00,181.0,N,31662,2016,78,61,0.56,Wednesday
138,2016-09-06,boxscore,SDP,W,5,1,77-61,1,0.0,3:04:00,184.0,N,30644,2016,77,61,0.56,Tuesday
137,2016-09-05,boxscore,SDP,L,1,2,76-61,2,-1.0,3:01:00,181.0,D,40446,2016,76,61,0.55,Monday
136,2016-09-04,boxscore,OAK,L,0,1,76-60,2,-1.0,2:39:00,159.0,D,25139,2016,76,60,0.56,Sunday
135,2016-09-03,boxscore,OAK,W,11,2,76-59,1,0.0,3:00:00,180.0,N,30045,2016,76,59,0.56,Saturday
134,2016-09-02,boxscore,OAK,W,16,2,75-59,2,-1.0,3:27:00,207.0,N,21376,2016,75,59,0.56,Friday
133,2016-08-31,boxscore,TBR,W,8,6,74-59,2,-2.0,3:10:00,190.0,D,36786,2016,74,59,0.56,Wednesday
132,2016-08-30,boxscore,TBR,L,3,4,73-59,2,-2.0,3:11:00,191.0,N,37083,2016,73,59,0.55,Tuesday
131,2016-08-29,boxscore,TBR,W,9,4,73-58,2,-2.0,3:11:00,191.0,N,36948,2016,73,58,0.56,Monday
130,2016-08-28,boxscore,KCR,L,4,10,72-58,2,-2.0,3:25:00,205.0,N,37337,2016,72,58,0.55,Sunday
129,2016-08-27,boxscore,KCR,W,8,3,72-57,2,-1.0,3:03:00,183.0,N,37933,2016,72,57,0.56,Saturday
128,2016-08-26,boxscore,KCR,L,3,6,71-57,2,-1.0,3:14:00,194.0,N,38134,2016,71,57,0.55,Friday
127,2016-08-25,boxscore,TBR,L,1,2,71-56,1,0.0,2:32:00,152.0,D,12059,2016,71,56,0.56,Thursday
126,2016-08-24,boxscore,TBR,L,3,4,71-55,1,0.0,3:41:00,221.0,N,11896,2016,71,55,0.56,Wednesday
125,2016-08-23,boxscore,TBR,W,2,1,71-54,1,0.0,3:09:00,189.0,N,11249,2016,71,54,0.57,Tuesday
124,2016-08-22,boxscore,TBR,W,6,2,70-54,1,0.0,3:13:00,193.0,N,13576,2016,70,54,0.56,Monday
123,2016-08-21,boxscore,DET,L,5,10,69-54,2,-0.5,3:09:00,189.0,D,31032,2016,69,54,0.56,Sunday
122,2016-08-20,boxscore,DET,W,3,2,69-53,2,-0.5,2:36:00,156.0,N,37886,2016,69,53,0.57,Saturday
121,2016-08-19,boxscore,DET,W,10,2,68-53,2,-0.5,2:46:00,166.0,N,36108,2016,68,53,0.56,Friday
120,2016-08-18,boxscore,DET,L,3,4,67-53,2,-1.5,3:23:00,203.0,D,34649,2016,67,53,0.56,Thursday
119,2016-08-17,boxscore,BAL,W,8,1,67-52,2,-1.0,2:12:00,132.0,N,26160,2016,67,52,0.56,Wednesday
118,2016-08-16,boxscore,BAL,W,5,3,66-52,2,-1.0,3:05:00,185.0,N,26014,2016,66,52,0.56,Tuesday
117,2016-08-15,boxscore,CLE,W,3,2,65-52,3,-1.0,2:57:00,177.0,D,19174,2016,65,52,0.56,Monday
116,2016-08-14,boxscore,ARI,W,16,2,64-52,3,-2.0,2:49:00,169.0,D,36842,2016,64,52,0.55,Sunday
115,2016-08-13,boxscore,ARI,W,6,3,63-52,3,-2.0,3:12:00,192.0,N,37653,2016,63,52,0.55,Saturday
114,2016-08-12,boxscore,ARI,W,9,4,62-52,3,-2.5,2:53:00,173.0,N,37555,2016,62,52,0.54,Friday
113,2016-08-11,boxscore,NYY,L,2,4,61-52,3,-3.0,3:02:00,182.0,N,38161,2016,61,52,0.54,Thursday
112,2016-08-10,boxscore,NYY,L,4,9,61-51,3,-2.5,4:15:00,255.0,N,37779,2016,61,51,0.54,Wednesday
111,2016-08-09,boxscore,NYY,W,5,3,61-50,3,-1.5,3:13:00,193.0,N,38089,2016,61,50,0.55,Tuesday
110,2016-08-07,boxscore,LAD,L,5,8,60-50,3,-3.0,3:23:00,203.0,D,50640,2016,60,50,0.55,Sunday
109,2016-08-06,boxscore,LAD,L,0,3,60-49,3,-2.0,2:54:00,174.0,D,47696,2016,60,49,0.55,Saturday
108,2016-08-05,boxscore,LAD,W,9,0,60-48,3,-2.0,2:49:00,169.0,N,52728,2016,60,48,0.56,Friday
107,2016-08-04,boxscore,SEA,W,3,2,59-48,3,-2.0,3:47:00,227.0,N,33369,2016,59,48,0.55,Thursday
106,2016-08-03,boxscore,SEA,L,1,3,58-48,3,-3.0,2:16:00,136.0,N,24494,2016,58,48,0.55,Wednesday
105,2016-08-02,boxscore,SEA,L,4,5,58-47,3,-2.0,2:30:00,150.0,N,25240,2016,58,47,0.55,Tuesday
104,2016-08-01,boxscore,SEA,W,2,1,58-46,2,-1.0,2:42:00,162.0,N,29601,2016,58,46,0.56,Monday
103,2016-07-31,boxscore,LAA,W,5,3,57-46,3,-1.5,3:32:00,212.0,D,39553,2016,57,46,0.55,Sunday
102,2016-07-30,boxscore,LAA,L,2,5,56-46,3,-2.0,3:06:00,186.0,N,43150,2016,56,46,0.55,Saturday
101,2016-07-29,boxscore,LAA,W,6,2,56-45,3,-1.5,2:30:00,150.0,N,39113,2016,56,45,0.55,Friday
100,2016-07-28,boxscore,LAA,L,1,2,55-45,3,-2.5,3:05:00,185.0,N,41257,2016,55,45,0.55,Thursday
99,2016-07-27,boxscore,DET,L,3,4,55-44,3,-2.5,2:55:00,175.0,D,37842,2016,55,44,0.56,Wednesday
98,2016-07-26,boxscore,DET,L,8,9,55-43,3,-2.5,3:33:00,213.0,N,38378,2016,55,43,0.56,Tuesday
97,2016-07-25,boxscore,DET,L,2,4,55-42,2,-2.5,3:27:00,207.0,N,37479,2016,55,42,0.57,Monday
96,2016-07-24,boxscore,MIN,W,8,7,55-41,2,-1.5,3:15:00,195.0,D,36806,2016,55,41,0.57,Sunday
95,2016-07-23,boxscore,MIN,L,9,11,54-41,2,-1.5,4:11:00,251.0,N,37600,2016,54,41,0.57,Saturday
94,2016-07-22,boxscore,MIN,L,1,2,54-40,2,-0.5,3:00:00,180.0,N,37001,2016,54,40,0.57,Friday
93,2016-07-21,boxscore,MIN,W,13,2,54-39,1,0.5,2:45:00,165.0,N,37566,2016,54,39,0.58,Thursday
92,2016-07-20,boxscore,SFG,W,11,7,53-39,1,0.5,3:46:00,226.0,N,38201,2016,53,39,0.58,Wednesday
91,2016-07-19,boxscore,SFG,W,4,0,52-39,2,-0.5,2:42:00,162.0,N,38082,2016,52,39,0.57,Tuesday
90,2016-07-17,boxscore,NYY,L,1,3,51-39,2,-2.0,2:57:00,177.0,N,42884,2016,51,39,0.57,Sunday
89,2016-07-16,boxscore,NYY,W,5,2,51-38,2,-2.0,2:56:00,176.0,D,48329,2016,51,38,0.57,Saturday
88,2016-07-15,boxscore,NYY,W,5,3,50-38,2,-2.0,3:05:00,185.0,N,47439,2016,50,38,0.57,Friday
87,2016-07-10,boxscore,TBR,W,4,0,49-38,2,-2.0,2:31:00,151.0,D,36669,2016,49,38,0.56,Sunday
86,2016-07-09,boxscore,TBR,W,4,1,48-38,2,-2.0,2:43:00,163.0,D,36900,2016,48,38,0.56,Saturday
85,2016-07-08,boxscore,TBR,W,6,5,47-38,3,-2.0,3:20:00,200.0,N,37739,2016,47,38,0.55,Friday
84,2016-07-06,boxscore,TEX,W,11,6,46-38,3,-3.0,3:19:00,199.0,N,37175,2016,46,38,0.55,Wednesday
83,2016-07-05,boxscore,TEX,L,2,7,45-38,3,-3.0,3:21:00,201.0,N,35964,2016,45,38,0.54,Tuesday
82,2016-07-04,boxscore,TEX,W,12,5,45-37,2,-2.0,3:40:00,220.0,D,36253,2016,45,37,0.55,Monday
81,2016-07-03,boxscore,LAA,W,10,5,44-37,2,-3.0,3:52:00,232.0,D,36801,2016,44,37,0.54,Sunday
80,2016-07-02,boxscore,LAA,L,2,21,43-37,2,-4.0,3:38:00,218.0,N,36552,2016,43,37,0.54,Saturday
79,2016-07-01,boxscore,LAA,W,5,4,43-36,2,-4.0,3:36:00,216.0,N,37117,2016,43,36,0.54,Friday
78,2016-06-29,boxscore,TBR,L,0,4,42-36,2,-5.5,2:49:00,169.0,D,24110,2016,42,36,0.54,Wednesday
77,2016-06-28,boxscore,TBR,W,8,2,42-35,2,-4.5,3:11:00,191.0,N,16986,2016,42,35,0.55,Tuesday
76,2016-06-27,boxscore,TBR,L,7,13,41-35,2,-4.5,3:29:00,209.0,N,18024,2016,41,35,0.54,Monday
75,2016-06-26,boxscore,TEX,L,2,6,41-34,2,-4.0,3:04:00,184.0,D,36312,2016,41,34,0.55,Sunday
74,2016-06-25,boxscore,TEX,L,3,10,41-33,2,-3.0,3:30:00,210.0,N,47559,2016,41,33,0.55,Saturday
73,2016-06-24,boxscore,TEX,W,8,7,41-32,2,-1.5,3:48:00,228.0,N,46811,2016,41,32,0.56,Friday
72,2016-06-23,boxscore,CHW,W,8,7,40-32,2,-1.5,4:25:00,265.0,D,37790,2016,40,32,0.56,Thursday
71,2016-06-22,boxscore,CHW,L,6,8,39-32,2,-2.0,3:38:00,218.0,N,37413,2016,39,32,0.55,Wednesday
70,2016-06-21,boxscore,CHW,L,1,3,39-31,2,-1.0,2:54:00,174.0,N,36544,2016,39,31,0.56,Tuesday
69,2016-06-20,boxscore,CHW,L,1,3,39-30,2,-1.0,3:33:00,213.0,N,36291,2016,39,30,0.57,Monday
68,2016-06-19,boxscore,SEA,W,2,1,39-29,2,-1.0,3:05:00,185.0,D,37211,2016,39,29,0.57,Sunday
67,2016-06-18,boxscore,SEA,W,6,2,38-29,2,-1.0,2:53:00,173.0,D,37195,2016,38,29,0.57,Saturday
66,2016-06-17,boxscore,SEA,L,4,8,37-29,2,-1.0,2:49:00,169.0,N,35896,2016,37,29,0.56,Friday
65,2016-06-16,boxscore,BAL,L,1,5,37-28,2,-1.0,2:53:00,173.0,N,36757,2016,37,28,0.57,Thursday
64,2016-06-15,boxscore,BAL,W,6,4,37-27,1,0.0,2:58:00,178.0,N,36233,2016,37,27,0.58,Wednesday
63,2016-06-14,boxscore,BAL,L,2,3,36-27,2,-1.0,2:47:00,167.0,N,38009,2016,36,27,0.57,Tuesday
62,2016-06-12,boxscore,MIN,L,4,7,36-26,1,0.0,3:28:00,208.0,D,26087,2016,36,26,0.58,Sunday
61,2016-06-11,boxscore,MIN,W,15,4,36-25,1,0.0,3:45:00,225.0,D,28633,2016,36,25,0.59,Saturday
60,2016-06-10,boxscore,MIN,W,8,1,35-25,2,-1.0,3:00:00,180.0,N,22786,2016,35,25,0.58,Friday
59,2016-06-08,boxscore,SFG,L,1,2,34-25,2,-1.5,2:45:00,165.0,N,41635,2016,34,25,0.58,Wednesday
58,2016-06-07,boxscore,SFG,W,5,3,34-24,2,-0.5,3:04:00,184.0,N,41512,2016,34,24,0.59,Tuesday
57,2016-06-05,boxscore,TOR,L,4,5,33-24,1,0.0,2:44:00,164.0,D,35823,2016,33,24,0.58,Sunday
56,2016-06-04,boxscore,TOR,W,6,4,33-23,1,1.0,3:08:00,188.0,D,37762,2016,33,23,0.59,Saturday
55,2016-06-03,boxscore,TOR,L,2,5,32-23,1,0.0,3:10:00,190.0,N,37129,2016,32,23,0.58,Friday
54,2016-06-02,boxscore,BAL,L,7,12,32-22,1,1.0,2:57:00,177.0,N,21534,2016,32,22,0.59,Thursday
53,2016-06-01,boxscore,BAL,L,9,13,32-21,1,2.0,3:58:00,238.0,N,20750,2016,32,21,0.6,Wednesday
52,2016-05-31,boxscore,BAL,W,6,2,32-20,1,3.0,2:48:00,168.0,N,17664,2016,32,20,0.62,Tuesday
51,2016-05-30,boxscore,BAL,W,7,2,31-20,1,2.0,2:54:00,174.0,D,43926,2016,31,20,0.61,Monday
50,2016-05-29,boxscore,TOR,W,5,3,30-20,1,1.0,4:07:00,247.0,D,47916,2016,30,20,0.6,Sunday
49,2016-05-28,boxscore,TOR,L,9,10,29-20,1,1.0,3:37:00,217.0,D,48154,2016,29,20,0.59,Saturday
48,2016-05-27,boxscore,TOR,L,5,7,29-19,1,1.0,2:53:00,173.0,N,46470,2016,29,19,0.6,Friday
47,2016-05-26,boxscore,COL,L,2,8,29-18,1,2.0,2:51:00,171.0,N,36162,2016,29,18,0.62,Thursday
46,2016-05-25,boxscore,COL,W,10,3,29-17,1,2.0,3:09:00,189.0,N,36430,2016,29,17,0.63,Wednesday
45,2016-05-24,boxscore,COL,W,8,3,28-17,1,1.0,2:55:00,175.0,N,36123,2016,28,17,0.62,Tuesday
44,2016-05-22,boxscore,CLE,W,5,2,27-17,1,0.0,3:23:00,203.0,D,36021,2016,27,17,0.61,Sunday
43,2016-05-21,boxscore,CLE,W,9,1,26-17,2,-1.0,3:17:00,197.0,D,37254,2016,26,17,0.6,Saturday
42,2016-05-20,boxscore,CLE,L,2,4,25-17,2,-1.0,3:07:00,187.0,N,37354,2016,25,17,0.6,Friday
41,2016-05-18,boxscore,KCR,W,5,2,25-16,2,-0.5,3:06:00,186.0,N,23739,2016,25,16,0.61,Wednesday
40,2016-05-18,boxscore,KCR,L,2,3,24-16,2,-0.5,2:23:00,143.0,D,33613,2016,24,16,0.6,Wednesday
39,2016-05-17,boxscore,KCR,L,4,8,24-15,1,0.0,2:54:00,174.0,N,25215,2016,24,15,0.62,Tuesday
38,2016-05-15,boxscore,HOU,W,10,9,24-14,1,0.0,3:40:00,220.0,D,35736,2016,24,14,0.63,Sunday
37,2016-05-14,boxscore,HOU,W,6,5,23-14,2,-1.0,4:13:00,253.0,D,37430,2016,23,14,0.62,Saturday
36,2016-05-13,boxscore,HOU,L,6,7,22-14,2,-1.0,3:49:00,229.0,N,33148,2016,22,14,0.61,Friday
35,2016-05-12,boxscore,HOU,W,11,1,22-13,1,0.0,2:56:00,176.0,N,34982,2016,22,13,0.63,Thursday
34,2016-05-11,boxscore,OAK,W,13,3,21-13,1,0.0,3:17:00,197.0,N,33283,2016,21,13,0.62,Wednesday
33,2016-05-10,boxscore,OAK,W,13,5,20-13,1,0.0,3:07:00,187.0,N,32167,2016,20,13,0.61,Tuesday
32,2016-05-09,boxscore,OAK,W,14,7,19-13,1,0.0,3:46:00,226.0,N,35227,2016,19,13,0.59,Monday
31,2016-05-08,boxscore,NYY,W,5,1,18-13,2,-0.5,2:27:00,147.0,N,41869,2016,18,13,0.58,Sunday
30,2016-05-07,boxscore,NYY,L,2,8,17-13,2,-0.5,3:09:00,189.0,D,47822,2016,17,13,0.57,Saturday
29,2016-05-06,boxscore,NYY,L,2,3,17-12,1,0.0,3:10:00,190.0,N,45756,2016,17,12,0.59,Friday
28,2016-05-05,boxscore,CHW,W,7,3,17-11,1,0.5,3:57:00,237.0,N,20126,2016,17,11,0.61,Thursday
27,2016-05-04,boxscore,CHW,W,5,2,16-11,1,0.5,2:46:00,166.0,N,14383,2016,16,11,0.59,Wednesday
26,2016-05-03,boxscore,CHW,L,1,4,15-11,2,-0.5,2:53:00,173.0,N,15025,2016,15,11,0.58,Tuesday
25,2016-05-01,boxscore,NYY,W,8,7,15-10,1,0.5,3:17:00,197.0,N,34279,2016,15,10,0.6,Sunday
24,2016-04-30,boxscore,NYY,W,8,0,14-10,2,-0.5,3:30:00,210.0,N,37901,2016,14,10,0.58,Saturday
23,2016-04-29,boxscore,NYY,W,4,2,13-10,2,-1.5,2:50:00,170.0,N,37115,2016,13,10,0.57,Friday
22,2016-04-28,boxscore,ATL,L,3,5,12-10,2,-1.5,3:22:00,202.0,N,32232,2016,12,10,0.55,Thursday
21,2016-04-27,boxscore,ATL,W,9,4,12-9,2,-0.5,3:02:00,182.0,N,33380,2016,12,9,0.57,Wednesday
20,2016-04-26,boxscore,ATL,W,11,4,11-9,2,-0.5,2:52:00,172.0,N,23487,2016,11,9,0.55,Tuesday
19,2016-04-25,boxscore,ATL,W,1,0,10-9,2,-1.5,2:55:00,175.0,N,22735,2016,10,9,0.53,Monday
18,2016-04-24,boxscore,HOU,W,7,5,9-9,2,-2.5,5:03:00,303.0,N,32416,2016,9,9,0.5,Sunday
17,2016-04-23,boxscore,HOU,L,3,8,8-9,2,-3.5,3:28:00,208.0,D,40232,2016,8,9,0.47,Saturday
16,2016-04-22,boxscore,HOU,W,6,2,8-8,2,-2.5,3:28:00,208.0,N,26672,2016,8,8,0.5,Friday
15,2016-04-21,boxscore,TBR,L,8,12,7-8,2,-3.5,4:16:00,256.0,D,37954,2016,7,8,0.47,Thursday
14,2016-04-20,boxscore,TBR,W,7,3,7-7,2,-2.5,3:02:00,182.0,N,31689,2016,7,7,0.5,Wednesday
13,2016-04-19,boxscore,TBR,L,0,3,6-7,3,-2.5,3:25:00,205.0,N,32061,2016,6,7,0.46,Tuesday
12,2016-04-18,boxscore,TOR,L,3,4,6-6,2,-2.5,3:12:00,192.0,D,37168,2016,6,6,0.5,Monday
11,2016-04-17,boxscore,TOR,L,3,5,6-5,2,-2.0,3:09:00,189.0,D,37217,2016,6,5,0.55,Sunday
10,2016-04-16,boxscore,TOR,W,4,2,6-4,2,-1.5,2:43:00,163.0,D,36267,2016,6,4,0.6,Saturday
9,2016-04-15,boxscore,TOR,W,5,3,5-4,2,-2.5,3:02:00,182.0,N,31415,2016,5,4,0.56,Friday
8,2016-04-13,boxscore,BAL,W,4,2,4-4,3,-3.0,3:13:00,193.0,N,31011,2016,4,4,0.5,Wednesday
7,2016-04-12,boxscore,BAL,L,5,9,3-4,3,-4.0,3:23:00,203.0,N,31114,2016,3,4,0.43,Tuesday
6,2016-04-11,boxscore,BAL,L,7,9,3-3,3,-3.0,3:26:00,206.0,D,37160,2016,3,3,0.5,Monday
5,2016-04-10,boxscore,TOR,L,0,3,3-2,2,-2.0,2:27:00,147.0,D,46158,2016,3,2,0.6,Sunday
4,2016-04-09,boxscore,TOR,W,8,4,3-1,2,-1.0,2:48:00,168.0,D,47138,2016,3,1,0.75,Saturday
3,2016-04-08,boxscore,TOR,W,8,7,2-1,2,-1.5,3:24:00,204.0,N,48871,2016,2,1,0.67,Friday
2,2016-04-06,boxscore,CLE,L,6,7,1-1,2,-1.0,3:29:00,209.0,N,10298,2016,1,1,0.5,Wednesday
1,2016-04-05,boxscore,CLE,W,6,2,1-0,1,0.0,3:13:00,193.0,D,34493,2016,1,0,1.0,Tuesday
162,2015-10-04,boxscore,CLE,L,1,3,78-84,5,-15.0,2:46:00,166.0,D,17844,2015,78,84,0.48,Sunday
161,2015-10-03,boxscore,CLE,L,0,2,78-83,5,-15.0,2:41:00,161.0,N,17342,2015,78,83,0.48,Saturday
160,2015-10-02,boxscore,CLE,L,2,8,78-82,4,-15.0,3:00:00,180.0,N,28273,2015,78,82,0.49,Friday
159,2015-10-01,boxscore,NYY,L,1,4,78-81,3,-14.0,3:10:00,190.0,N,40033,2015,78,81,0.49,Thursday
158,2015-09-30,boxscore,NYY,W,9,5,78-80,3,-14.0,4:10:00,250.0,N,39328,2015,78,80,0.49,Wednesday
157,2015-09-29,boxscore,NYY,W,10,4,77-80,3,-14.5,2:57:00,177.0,N,38512,2015,77,80,0.49,Tuesday
156,2015-09-28,boxscore,NYY,W,5,1,76-80,3,-15.0,2:56:00,176.0,N,39476,2015,76,80,0.49,Monday
155,2015-09-27,boxscore,BAL,W,2,0,75-80,4,-15.0,2:28:00,148.0,D,33306,2015,75,80,0.48,Sunday
154,2015-09-26,boxscore,BAL,W,8,0,74-80,5,-15.0,2:56:00,176.0,D,36316,2015,74,80,0.48,Saturday
153,2015-09-25,boxscore,BAL,W,7,0,73-80,5,-15.0,2:42:00,162.0,N,32411,2015,73,80,0.48,Friday
152,2015-09-24,boxscore,TBR,L,2,4,72-80,5,-15.0,2:39:00,159.0,N,34916,2015,72,80,0.47,Thursday
151,2015-09-23,boxscore,TBR,L,2,6,72-79,5,-14.5,3:30:00,210.0,N,32753,2015,72,79,0.48,Wednesday
150,2015-09-22,boxscore,TBR,L,2,5,72-78,5,-13.5,2:43:00,163.0,N,33673,2015,72,78,0.48,Tuesday
149,2015-09-21,boxscore,TBR,W,8,7,72-77,4,-13.5,3:47:00,227.0,N,33673,2015,72,77,0.48,Monday
148,2015-09-20,boxscore,TOR,W,4,3,71-77,5,-13.5,2:51:00,171.0,D,46743,2015,71,77,0.48,Sunday
147,2015-09-19,boxscore,TOR,W,7,6,70-77,5,-14.5,3:08:00,188.0,D,47415,2015,70,77,0.48,Saturday
146,2015-09-18,boxscore,TOR,L,1,6,69-77,5,-15.5,2:32:00,152.0,N,47126,2015,69,77,0.47,Friday
145,2015-09-16,boxscore,BAL,W,10,1,69-76,5,-14.0,2:51:00,171.0,N,22642,2015,69,76,0.48,Wednesday
144,2015-09-15,boxscore,BAL,L,5,6,68-76,5,-14.0,4:20:00,260.0,N,21260,2015,68,76,0.47,Tuesday
143,2015-09-14,boxscore,BAL,L,0,2,68-75,5,-14.0,2:56:00,176.0,N,19666,2015,68,75,0.48,Monday
142,2015-09-13,boxscore,TBR,W,2,0,68-74,5,-13.5,4:05:00,245.0,D,15402,2015,68,74,0.48,Sunday
141,2015-09-12,boxscore,TBR,W,10,4,67-74,5,-14.5,2:56:00,176.0,N,20698,2015,67,74,0.48,Saturday
140,2015-09-11,boxscore,TBR,L,4,8,66-74,5,-14.0,3:26:00,206.0,N,14796,2015,66,74,0.47,Friday
139,2015-09-09,boxscore,TOR,W,10,4,66-73,5,-13.0,3:31:00,211.0,N,34464,2015,66,73,0.47,Wednesday
138,2015-09-08,boxscore,TOR,L,1,5,65-73,5,-14.0,3:23:00,203.0,N,33432,2015,65,73,0.47,Tuesday
137,2015-09-07,boxscore,TOR,W,11,4,65-72,4,-13.0,2:48:00,168.0,D,33659,2015,65,72,0.47,Monday
