gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
75,2018-06-20,boxscore,MIN,L,1,4,49-26,2,-2.0,3:13:00,193.0,N,33153,2018,49,26,0.65,Wednesday
74,2018-06-19,boxscore,MIN,L,2,6,49-25,2,-1.0,3:14:00,194.0,N,28550,2018,49,25,0.66,Tuesday
73,2018-06-17,boxscore,SEA,W,9,3,49-24,1,0.5,3:15:00,195.0,D,46462,2018,49,24,0.67,Sunday
72,2018-06-16,boxscore,SEA,L,0,1,48-24,2,-0.5,2:22:00,142.0,N,44151,2018,48,24,0.67,Saturday
71,2018-06-15,boxscore,SEA,L,6,7,48-23,1,0.5,3:09:00,189.0,N,44459,2018,48,23,0.68,Friday
70,2018-06-14,boxscore,SEA,W,2,1,48-22,1,1.5,2:56:00,176.0,N,30479,2018,48,22,0.69,Thursday
69,2018-06-13,boxscore,BAL,W,5,1,47-22,1,1.5,3:20:00,200.0,D,17217,2018,47,22,0.68,Wednesday
68,2018-06-12,boxscore,BAL,W,6,4,46-22,1,0.5,3:58:00,238.0,N,21837,2018,46,22,0.68,Tuesday
67,2018-06-11,boxscore,BAL,W,2,0,45-22,1,0.5,3:45:00,225.0,N,15934,2018,45,22,0.67,Monday
66,2018-06-10,boxscore,CHW,L,2,5,44-22,1,0.0,3:15:00,195.0,D,36998,2018,44,22,0.67,Sunday
65,2018-06-09,boxscore,CHW,W,4,2,44-21,1,0.0,2:48:00,168.0,D,36675,2018,44,21,0.68,Saturday
64,2018-06-08,boxscore,CHW,L,0,1,43-21,1,0.0,2:24:00,144.0,N,36593,2018,43,21,0.67,Friday
63,2018-06-07,boxscore,DET,L,2,7,43-20,1,1.0,2:55:00,175.0,N,36556,2018,43,20,0.68,Thursday
62,2018-06-06,boxscore,DET,W,7,1,43-19,1,1.5,3:20:00,200.0,N,35182,2018,43,19,0.69,Wednesday
61,2018-06-05,boxscore,DET,W,6,0,42-19,1,1.5,2:41:00,161.0,N,34762,2018,42,19,0.69,Tuesday
60,2018-06-03,boxscore,HOU,W,9,3,41-19,1,1.5,3:25:00,205.0,N,33431,2018,41,19,0.68,Sunday
59,2018-06-02,boxscore,HOU,W,5,4,40-19,1,1.0,3:41:00,221.0,N,38640,2018,40,19,0.68,Saturday
58,2018-06-01,boxscore,HOU,L,3,7,39-19,1,1.0,2:55:00,175.0,N,37244,2018,39,19,0.67,Friday
57,2018-05-31,boxscore,HOU,L,2,4,39-18,1,2.0,2:57:00,177.0,N,30658,2018,39,18,0.68,Thursday
56,2018-05-30,boxscore,TOR,W,6,4,39-17,1,2.5,2:52:00,172.0,D,33451,2018,39,17,0.7,Wednesday
55,2018-05-29,boxscore,TOR,W,8,3,38-17,1,2.5,2:59:00,179.0,N,33380,2018,38,17,0.69,Tuesday
54,2018-05-28,boxscore,TOR,W,8,3,37-17,1,2.5,2:54:00,174.0,D,34700,2018,37,17,0.69,Monday
53,2018-05-27,boxscore,ATL,L,1,7,36-17,1,1.5,2:53:00,173.0,D,36543,2018,36,17,0.68,Sunday
52,2018-05-26,boxscore,ATL,W,8,6,36-16,1,2.5,3:29:00,209.0,D,36510,2018,36,16,0.69,Saturday
51,2018-05-25,boxscore,ATL,W,6,2,35-16,1,1.5,3:13:00,193.0,N,37008,2018,35,16,0.69,Friday
50,2018-05-24,boxscore,TBR,L,3,6,34-16,1,1.5,2:58:00,178.0,N,12468,2018,34,16,0.68,Thursday
49,2018-05-23,boxscore,TBR,W,4,1,34-15,1,2.0,3:10:00,190.0,N,10194,2018,34,15,0.69,Wednesday
48,2018-05-22,boxscore,TBR,W,4,2,33-15,1,1.0,2:55:00,175.0,N,10642,2018,33,15,0.69,Tuesday
47,2018-05-20,boxscore,BAL,W,5,0,32-15,1,0.5,3:25:00,205.0,D,35550,2018,32,15,0.68,Sunday
46,2018-05-19,boxscore,BAL,W,6,3,31-15,1,0.5,2:54:00,174.0,N,34195,2018,31,15,0.67,Saturday
45,2018-05-18,boxscore,BAL,L,4,7,30-15,1,0.5,3:18:00,198.0,N,34935,2018,30,15,0.67,Friday
44,2018-05-17,boxscore,BAL,W,6,2,30-14,1,0.5,2:44:00,164.0,N,36615,2018,30,14,0.68,Thursday
43,2018-05-16,boxscore,OAK,W,6,4,29-14,1,0.0,3:08:00,188.0,N,34947,2018,29,14,0.67,Wednesday
42,2018-05-15,boxscore,OAK,L,3,5,28-14,2,-0.5,3:16:00,196.0,N,34906,2018,28,14,0.67,Tuesday
41,2018-05-14,boxscore,OAK,L,5,6,28-13,2,-0.5,2:40:00,160.0,N,35249,2018,28,13,0.68,Monday
40,2018-05-13,boxscore,TOR,W,5,3,28-12,1,0.0,3:42:00,222.0,D,37888,2018,28,12,0.7,Sunday
39,2018-05-12,boxscore,TOR,W,5,2,27-12,1,0.0,3:11:00,191.0,D,37588,2018,27,12,0.69,Saturday
38,2018-05-11,boxscore,TOR,L,3,5,26-12,1,0.0,3:54:00,234.0,N,28695,2018,26,12,0.68,Friday
37,2018-05-10,boxscore,NYY,W,5,4,26-11,1,0.0,3:21:00,201.0,N,46899,2018,26,11,0.7,Thursday
36,2018-05-09,boxscore,NYY,L,6,9,25-11,2,-1.0,3:42:00,222.0,N,47088,2018,25,11,0.69,Wednesday
35,2018-05-08,boxscore,NYY,L,2,3,25-10,1,0.0,3:29:00,209.0,N,45773,2018,25,10,0.71,Tuesday
34,2018-05-06,boxscore,TEX,W,6,1,25-9,1,1.0,2:33:00,153.0,D,28360,2018,25,9,0.74,Sunday
33,2018-05-05,boxscore,TEX,W,6,5,24-9,1,1.0,3:18:00,198.0,N,35728,2018,24,9,0.73,Saturday
32,2018-05-04,boxscore,TEX,W,5,1,23-9,1,1.0,2:36:00,156.0,N,31404,2018,23,9,0.72,Friday
31,2018-05-03,boxscore,TEX,L,5,11,22-9,1,1.0,3:20:00,200.0,N,22348,2018,22,9,0.71,Thursday
30,2018-05-02,boxscore,KCR,W,5,4,22-8,1,2.0,2:45:00,165.0,D,32267,2018,22,8,0.73,Wednesday
29,2018-05-01,boxscore,KCR,L,6,7,21-8,1,2.0,4:25:00,265.0,N,34466,2018,21,8,0.72,Tuesday
28,2018-04-30,boxscore,KCR,W,10,6,21-7,1,3.0,3:13:00,193.0,N,31314,2018,21,7,0.75,Monday
27,2018-04-29,boxscore,TBR,W,4,3,20-7,1,2.0,3:01:00,181.0,D,32888,2018,20,7,0.74,Sunday
26,2018-04-28,boxscore,TBR,L,6,12,19-7,1,2.0,3:52:00,232.0,D,35795,2018,19,7,0.73,Saturday
25,2018-04-27,boxscore,TBR,L,3,4,19-6,1,3.0,3:10:00,190.0,N,32620,2018,19,6,0.76,Friday
24,2018-04-26,boxscore,TOR,W,5,4,19-5,1,4.0,3:08:00,188.0,N,23571,2018,19,5,0.79,Thursday
23,2018-04-25,boxscore,TOR,W,4,3,18-5,1,4.0,3:04:00,184.0,N,18914,2018,18,5,0.78,Wednesday
22,2018-04-24,boxscore,TOR,L,3,4,17-5,1,3.0,2:51:00,171.0,N,20070,2018,17,5,0.77,Tuesday
21,2018-04-22,boxscore,OAK,L,1,4,17-4,1,4.0,2:44:00,164.0,D,29804,2018,17,4,0.81,Sunday
20,2018-04-21,boxscore,OAK,L,0,3,17-3,1,4.0,2:16:00,136.0,N,25746,2018,17,3,0.85,Saturday
19,2018-04-20,boxscore,OAK,W,7,3,17-2,1,4.0,3:16:00,196.0,N,23473,2018,17,2,0.89,Friday
18,2018-04-19,boxscore,LAA,W,8,2,16-2,1,4.0,3:35:00,215.0,N,36253,2018,16,2,0.89,Thursday
17,2018-04-18,boxscore,LAA,W,9,0,15-2,1,3.0,3:18:00,198.0,N,34508,2018,15,2,0.88,Wednesday
16,2018-04-17,boxscore,LAA,W,10,1,14-2,1,3.0,3:15:00,195.0,N,44822,2018,14,2,0.88,Tuesday
15,2018-04-15,boxscore,BAL,W,3,1,13-2,1,3.5,2:54:00,174.0,D,32489,2018,13,2,0.87,Sunday
14,2018-04-14,boxscore,BAL,W,10,3,12-2,1,3.0,3:05:00,185.0,D,33584,2018,12,2,0.86,Saturday
13,2018-04-13,boxscore,BAL,W,7,3,11-2,1,2.5,3:22:00,202.0,N,32610,2018,11,2,0.85,Friday
12,2018-04-12,boxscore,NYY,W,6,3,10-2,1,2.5,3:01:00,181.0,N,36341,2018,10,2,0.83,Thursday
11,2018-04-11,boxscore,NYY,L,7,10,9-2,1,2.0,3:59:00,239.0,N,32400,2018,9,2,0.82,Wednesday
10,2018-04-10,boxscore,NYY,W,14,1,9-1,1,2.0,3:11:00,191.0,N,32357,2018,9,1,0.9,Tuesday
9,2018-04-08,boxscore,TBR,W,8,7,8-1,1,2.5,3:50:00,230.0,D,31979,2018,8,1,0.89,Sunday
8,2018-04-07,boxscore,TBR,W,10,3,7-1,1,2.5,2:48:00,168.0,D,31821,2018,7,1,0.88,Saturday
7,2018-04-05,boxscore,TBR,W,3,2,6-1,1,2.0,3:55:00,235.0,D,36134,2018,6,1,0.86,Thursday
6,2018-04-03,boxscore,MIA,W,4,2,5-1,1,1.0,4:27:00,267.0,N,14953,2018,5,1,0.83,Tuesday
5,2018-04-02,boxscore,MIA,W,7,3,4-1,1,1.0,3:09:00,189.0,N,11113,2018,4,1,0.8,Monday
4,2018-04-01,boxscore,TBR,W,2,1,3-1,1,1.0,3:24:00,204.0,D,14256,2018,3,1,0.75,Sunday
3,2018-03-31,boxscore,TBR,W,3,2,2-1,1,0.0,3:21:00,201.0,N,17838,2018,2,1,0.67,Saturday
2,2018-03-30,boxscore,TBR,W,1,0,1-1,3,-1.0,2:46:00,166.0,N,19203,2018,1,1,0.5,Friday
1,2018-03-29,boxscore,TBR,L,4,6,0-1,4,-1.0,3:00:00,180.0,D,31042,2018,0,1,0.0,Thursday
162,2017-10-01,boxscore,HOU,L,3,4,93-69,1,2.0,3:09:00,189.0,D,34517,2017,93,69,0.57,Sunday
161,2017-09-30,boxscore,HOU,W,6,3,93-68,1,2.0,3:19:00,199.0,D,35722,2017,93,68,0.58,Saturday
160,2017-09-29,boxscore,HOU,L,2,3,92-68,1,2.0,2:47:00,167.0,N,36623,2017,92,68,0.57,Friday
159,2017-09-28,boxscore,HOU,L,2,12,92-67,1,3.0,3:31:00,211.0,N,34222,2017,92,67,0.58,Thursday
158,2017-09-27,boxscore,TOR,W,10,7,92-66,1,3.0,2:57:00,177.0,N,34445,2017,92,66,0.58,Wednesday
157,2017-09-26,boxscore,TOR,L,4,9,91-66,1,3.0,3:04:00,184.0,N,33999,2017,91,66,0.58,Tuesday
156,2017-09-25,boxscore,TOR,L,4,6,91-65,1,4.0,2:57:00,177.0,N,33940,2017,91,65,0.58,Monday
155,2017-09-24,boxscore,CIN,W,5,4,91-64,1,5.0,3:11:00,191.0,D,25545,2017,91,64,0.59,Sunday
154,2017-09-23,boxscore,CIN,W,5,0,90-64,1,4.0,2:51:00,171.0,D,36076,2017,90,64,0.58,Saturday
153,2017-09-22,boxscore,CIN,W,5,4,89-64,1,4.0,2:45:00,165.0,N,23463,2017,89,64,0.58,Friday
152,2017-09-20,boxscore,BAL,W,9,0,88-64,1,3.0,3:11:00,191.0,N,16906,2017,88,64,0.58,Wednesday
151,2017-09-19,boxscore,BAL,W,1,0,87-64,1,3.0,3:27:00,207.0,N,21449,2017,87,64,0.58,Tuesday
150,2017-09-18,boxscore,BAL,W,10,8,86-64,1,3.0,4:24:00,264.0,N,16716,2017,86,64,0.57,Monday
149,2017-09-17,boxscore,TBR,L,2,3,85-64,1,3.0,2:37:00,157.0,D,14936,2017,85,64,0.57,Sunday
148,2017-09-16,boxscore,TBR,W,3,1,85-63,1,3.0,2:44:00,164.0,N,14942,2017,85,63,0.57,Saturday
147,2017-09-15,boxscore,TBR,W,13,6,84-63,1,3.0,6:05:00,365.0,N,16006,2017,84,63,0.57,Friday
146,2017-09-14,boxscore,OAK,W,6,2,83-63,1,3.0,3:19:00,199.0,D,35470,2017,83,63,0.57,Thursday
145,2017-09-13,boxscore,OAK,L,3,7,82-63,1,3.0,3:07:00,187.0,N,36366,2017,82,63,0.57,Wednesday
144,2017-09-12,boxscore,OAK,W,11,1,82-62,1,4.0,3:06:00,186.0,N,34355,2017,82,62,0.57,Tuesday
143,2017-09-10,boxscore,TBR,L,1,4,81-62,1,3.5,3:22:00,202.0,D,35859,2017,81,62,0.57,Sunday
142,2017-09-09,boxscore,TBR,W,9,0,81-61,1,4.5,3:05:00,185.0,N,36734,2017,81,61,0.57,Saturday
141,2017-09-08,boxscore,TBR,W,9,3,80-61,1,4.5,3:14:00,194.0,N,34781,2017,80,61,0.57,Friday
140,2017-09-06,boxscore,TOR,W,6,1,79-61,1,4.0,2:57:00,177.0,N,33190,2017,79,61,0.56,Wednesday
139,2017-09-05,boxscore,TOR,W,3,2,78-61,1,3.5,6:00:00,360.0,N,33009,2017,78,61,0.56,Tuesday
138,2017-09-04,boxscore,TOR,L,4,10,77-61,1,2.5,3:25:00,205.0,N,34311,2017,77,61,0.56,Monday
137,2017-09-03,boxscore,NYY,L,2,9,77-60,1,3.5,3:46:00,226.0,N,46717,2017,77,60,0.56,Sunday
136,2017-09-02,boxscore,NYY,L,1,5,77-59,1,4.5,2:58:00,178.0,D,46536,2017,77,59,0.57,Saturday
135,2017-09-01,boxscore,NYY,W,4,1,77-58,1,5.5,2:44:00,164.0,N,42332,2017,77,58,0.57,Friday
134,2017-08-31,boxscore,NYY,L,2,6,76-58,1,4.5,3:44:00,224.0,N,43309,2017,76,58,0.57,Thursday
133,2017-08-30,boxscore,TOR,W,7,1,76-57,1,5.5,2:58:00,178.0,N,37693,2017,76,57,0.57,Wednesday
132,2017-08-29,boxscore,TOR,W,3,0,75-57,1,4.0,2:44:00,164.0,N,34674,2017,75,57,0.57,Tuesday
131,2017-08-28,boxscore,TOR,W,6,5,74-57,1,3.5,3:23:00,203.0,N,35630,2017,74,57,0.56,Monday
130,2017-08-27,boxscore,BAL,L,1,2,73-57,1,2.5,3:22:00,202.0,D,36625,2017,73,57,0.56,Sunday
129,2017-08-26,boxscore,BAL,L,0,7,73-56,1,3.5,2:58:00,178.0,D,36655,2017,73,56,0.57,Saturday
128,2017-08-25,boxscore,BAL,L,3,16,73-55,1,4.5,3:37:00,217.0,N,37191,2017,73,55,0.57,Friday
127,2017-08-24,boxscore,CLE,L,6,13,73-54,1,4.5,3:28:00,208.0,N,21643,2017,73,54,0.57,Thursday
126,2017-08-23,boxscore,CLE,W,6,1,73-53,1,4.5,3:11:00,191.0,N,25346,2017,73,53,0.58,Wednesday
125,2017-08-22,boxscore,CLE,W,9,1,72-53,1,4.5,2:41:00,161.0,N,19563,2017,72,53,0.58,Tuesday
124,2017-08-21,boxscore,CLE,L,4,5,71-53,1,4.5,3:39:00,219.0,N,21428,2017,71,53,0.57,Monday
123,2017-08-20,boxscore,NYY,W,5,1,71-52,1,5.0,3:36:00,216.0,D,36911,2017,71,52,0.58,Sunday
122,2017-08-19,boxscore,NYY,L,3,4,70-52,1,4.0,3:09:00,189.0,N,37274,2017,70,52,0.57,Saturday
121,2017-08-18,boxscore,NYY,W,9,6,70-51,1,5.0,4:09:00,249.0,N,36784,2017,70,51,0.58,Friday
120,2017-08-16,boxscore,STL,W,5,4,69-51,1,4.5,3:35:00,215.0,N,37181,2017,69,51,0.57,Wednesday
119,2017-08-15,boxscore,STL,W,10,4,68-51,1,4.5,2:52:00,172.0,N,37345,2017,68,51,0.57,Tuesday
118,2017-08-14,boxscore,CLE,L,3,7,67-51,1,4.5,3:14:00,194.0,N,37430,2017,67,51,0.57,Monday
117,2017-08-13,boxscore,NYY,W,3,2,67-50,1,5.5,3:40:00,220.0,N,46610,2017,67,50,0.57,Sunday
116,2017-08-12,boxscore,NYY,W,10,5,66-50,1,4.5,3:13:00,193.0,D,47241,2017,66,50,0.57,Saturday
115,2017-08-11,boxscore,NYY,L,4,5,65-50,1,3.5,3:40:00,220.0,N,46509,2017,65,50,0.57,Friday
114,2017-08-09,boxscore,TBR,W,8,2,65-49,1,4.0,2:59:00,179.0,N,11853,2017,65,49,0.57,Wednesday
113,2017-08-08,boxscore,TBR,W,2,0,64-49,1,4.0,2:52:00,172.0,N,22328,2017,64,49,0.57,Tuesday
112,2017-08-06,boxscore,CHW,W,6,3,63-49,1,3.0,2:36:00,156.0,D,37283,2017,63,49,0.56,Sunday
111,2017-08-05,boxscore,CHW,W,4,1,62-49,1,3.0,2:41:00,161.0,N,36599,2017,62,49,0.56,Saturday
110,2017-08-04,boxscore,CHW,W,3,2,61-49,1,3.0,3:43:00,223.0,N,36612,2017,61,49,0.55,Friday
109,2017-08-03,boxscore,CHW,W,9,5,60-49,1,2.0,3:26:00,206.0,N,37442,2017,60,49,0.55,Thursday
108,2017-08-01,boxscore,CLE,W,12,10,59-49,1,0.5,3:36:00,216.0,N,37126,2017,59,49,0.55,Tuesday
107,2017-07-31,boxscore,CLE,W,6,2,58-49,2,-0.5,2:47:00,167.0,N,37169,2017,58,49,0.54,Monday
106,2017-07-30,boxscore,KCR,L,3,5,57-49,2,-0.5,3:13:00,193.0,D,36480,2017,57,49,0.54,Sunday
105,2017-07-29,boxscore,KCR,W,9,8,57-48,2,-0.5,4:45:00,285.0,N,36912,2017,57,48,0.54,Saturday
104,2017-07-28,boxscore,KCR,L,2,4,56-48,2,-0.5,2:44:00,164.0,N,37321,2017,56,48,0.54,Friday
103,2017-07-26,boxscore,SEA,W,4,0,56-47,1,1.0,2:53:00,173.0,D,39797,2017,56,47,0.54,Wednesday
102,2017-07-25,boxscore,SEA,L,5,6,55-47,1,1.0,4:59:00,299.0,N,28992,2017,55,47,0.54,Tuesday
101,2017-07-24,boxscore,SEA,L,0,4,55-46,1,2.0,2:40:00,160.0,N,29262,2017,55,46,0.54,Monday
100,2017-07-23,boxscore,LAA,L,2,3,55-45,1,2.5,2:13:00,133.0,D,40471,2017,55,45,0.55,Sunday
99,2017-07-22,boxscore,LAA,L,3,7,55-44,1,3.5,3:07:00,187.0,N,43829,2017,55,44,0.56,Saturday
98,2017-07-21,boxscore,LAA,W,6,2,55-43,1,3.5,3:05:00,185.0,N,37714,2017,55,43,0.56,Friday
97,2017-07-20,boxscore,TOR,L,6,8,54-43,1,2.5,3:25:00,205.0,D,37094,2017,54,43,0.56,Thursday
96,2017-07-19,boxscore,TOR,W,5,1,54-42,1,3.0,2:47:00,167.0,N,37360,2017,54,42,0.56,Wednesday
95,2017-07-18,boxscore,TOR,W,5,4,53-42,1,2.0,4:59:00,299.0,N,36488,2017,53,42,0.56,Tuesday
94,2017-07-17,boxscore,TOR,L,3,4,52-42,1,2.0,3:18:00,198.0,N,36144,2017,52,42,0.55,Monday
93,2017-07-16,boxscore,NYY,W,3,0,52-41,1,3.0,2:59:00,179.0,N,36719,2017,52,41,0.56,Sunday
92,2017-07-16,boxscore,NYY,L,0,3,51-41,1,3.0,3:13:00,193.0,D,37343,2017,51,41,0.55,Sunday
91,2017-07-15,boxscore,NYY,L,1,4,51-40,1,2.5,5:50:00,350.0,D,36936,2017,51,40,0.56,Saturday
90,2017-07-14,boxscore,NYY,W,5,4,51-39,1,3.5,3:27:00,207.0,N,37570,2017,51,39,0.57,Friday
89,2017-07-09,boxscore,TBR,L,3,5,50-39,1,3.5,3:07:00,187.0,D,20812,2017,50,39,0.56,Sunday
88,2017-07-08,boxscore,TBR,L,0,1,50-38,1,3.5,2:41:00,161.0,D,23419,2017,50,38,0.57,Saturday
87,2017-07-07,boxscore,TBR,W,8,3,50-37,1,4.5,3:24:00,204.0,N,24842,2017,50,37,0.57,Friday
86,2017-07-06,boxscore,TBR,L,1,4,49-37,1,3.5,2:43:00,163.0,N,23375,2017,49,37,0.57,Thursday
85,2017-07-05,boxscore,TEX,L,2,8,49-36,1,4.0,2:52:00,172.0,N,32276,2017,49,36,0.58,Wednesday
84,2017-07-04,boxscore,TEX,W,11,4,49-35,1,4.0,3:56:00,236.0,N,43267,2017,49,35,0.58,Tuesday
83,2017-07-03,boxscore,TEX,W,7,5,48-35,1,3.0,4:07:00,247.0,N,45448,2017,48,35,0.58,Monday
82,2017-07-02,boxscore,TOR,W,15,1,47-35,1,3.0,3:34:00,214.0,D,46696,2017,47,35,0.57,Sunday
81,2017-07-01,boxscore,TOR,W,7,1,46-35,1,2.0,2:54:00,174.0,D,46672,2017,46,35,0.57,Saturday
80,2017-06-30,boxscore,TOR,W,7,4,45-35,1,1.0,4:44:00,284.0,N,41357,2017,45,35,0.56,Friday
79,2017-06-29,boxscore,MIN,W,6,3,44-35,1,1.0,3:24:00,204.0,N,37445,2017,44,35,0.56,Thursday
78,2017-06-28,boxscore,MIN,L,1,4,43-35,1,0.0,3:14:00,194.0,N,37487,2017,43,35,0.55,Wednesday
77,2017-06-27,boxscore,MIN,W,9,2,43-34,1,1.0,3:18:00,198.0,N,36804,2017,43,34,0.56,Tuesday
76,2017-06-26,boxscore,MIN,W,4,1,42-34,1,0.0,2:55:00,175.0,N,37172,2017,42,34,0.55,Monday
75,2017-06-25,boxscore,LAA,L,2,4,41-34,1,0.0,2:50:00,170.0,D,36474,2017,41,34,0.55,Sunday
74,2017-06-24,boxscore,LAA,L,3,6,41-33,1,0.0,3:34:00,214.0,N,36868,2017,41,33,0.55,Saturday
73,2017-06-23,boxscore,LAA,W,9,4,41-32,1,0.0,3:07:00,187.0,N,37034,2017,41,32,0.56,Friday
72,2017-06-21,boxscore,KCR,L,4,6,40-32,2,-0.5,3:07:00,187.0,D,30826,2017,40,32,0.56,Wednesday
71,2017-06-20,boxscore,KCR,W,8,3,40-31,1,0.5,2:54:00,174.0,N,25983,2017,40,31,0.56,Tuesday
70,2017-06-19,boxscore,KCR,L,2,4,39-31,2,-0.5,3:11:00,191.0,N,27992,2017,39,31,0.56,Monday
69,2017-06-18,boxscore,HOU,W,6,5,39-30,1,0.0,4:08:00,248.0,N,38389,2017,39,30,0.57,Sunday
68,2017-06-17,boxscore,HOU,L,1,7,38-30,2,-1.0,2:34:00,154.0,N,41017,2017,38,30,0.56,Saturday
67,2017-06-16,boxscore,HOU,W,2,1,38-29,2,-1.0,3:11:00,191.0,N,36189,2017,38,29,0.57,Friday
66,2017-06-15,boxscore,PHI,L,0,1,37-29,2,-2.0,2:25:00,145.0,N,30729,2017,37,29,0.56,Thursday
65,2017-06-14,boxscore,PHI,W,7,3,37-28,2,-2.0,3:26:00,206.0,N,28263,2017,37,28,0.57,Wednesday
64,2017-06-13,boxscore,PHI,W,4,3,36-28,2,-3.0,4:24:00,264.0,N,37141,2017,36,28,0.56,Tuesday
63,2017-06-12,boxscore,PHI,W,6,5,35-28,2,-4.0,4:16:00,256.0,N,36757,2017,35,28,0.56,Monday
62,2017-06-11,boxscore,DET,L,3,8,34-28,2,-4.0,4:06:00,246.0,N,35457,2017,34,28,0.55,Sunday
61,2017-06-10,boxscore,DET,W,11,3,34-27,2,-3.0,3:39:00,219.0,N,37162,2017,34,27,0.56,Saturday
60,2017-06-09,boxscore,DET,W,5,3,33-27,2,-3.0,3:36:00,216.0,N,36853,2017,33,27,0.55,Friday
59,2017-06-08,boxscore,NYY,L,1,9,32-27,2,-3.0,3:27:00,207.0,N,46194,2017,32,27,0.54,Thursday
58,2017-06-07,boxscore,NYY,L,0,8,32-26,2,-2.0,2:42:00,162.0,N,44380,2017,32,26,0.55,Wednesday
57,2017-06-06,boxscore,NYY,W,5,4,32-25,2,-1.0,3:35:00,215.0,N,41516,2017,32,25,0.56,Tuesday
56,2017-06-04,boxscore,BAL,W,7,3,31-25,2,-2.0,3:06:00,186.0,D,31819,2017,31,25,0.55,Sunday
55,2017-06-03,boxscore,BAL,W,5,2,30-25,2,-3.0,3:22:00,202.0,N,35470,2017,30,25,0.55,Saturday
54,2017-06-02,boxscore,BAL,L,2,3,29-25,3,-3.0,2:59:00,179.0,N,33193,2017,29,25,0.54,Friday
53,2017-06-01,boxscore,BAL,L,5,7,29-24,2,-3.0,2:38:00,158.0,N,20150,2017,29,24,0.55,Thursday
52,2017-05-31,boxscore,CHW,W,4,1,29-23,2,-2.0,2:59:00,179.0,N,19075,2017,29,23,0.56,Wednesday
51,2017-05-30,boxscore,CHW,W,13,7,28-23,2,-3.0,3:53:00,233.0,N,21852,2017,28,23,0.55,Tuesday
50,2017-05-29,boxscore,CHW,L,4,5,27-23,2,-3.0,3:16:00,196.0,D,27148,2017,27,23,0.54,Monday
49,2017-05-28,boxscore,SEA,L,0,5,27-22,2,-3.0,3:14:00,194.0,D,37174,2017,27,22,0.55,Sunday
48,2017-05-27,boxscore,SEA,W,6,0,27-21,2,-2.0,2:23:00,143.0,D,36985,2017,27,21,0.56,Saturday
47,2017-05-26,boxscore,SEA,W,3,0,26-21,2,-2.0,3:11:00,191.0,N,35080,2017,26,21,0.55,Friday
46,2017-05-25,boxscore,TEX,W,6,2,25-21,3,-3.0,3:23:00,203.0,N,33484,2017,25,21,0.54,Thursday
45,2017-05-24,boxscore,TEX,W,9,4,24-21,3,-3.5,2:59:00,179.0,N,36089,2017,24,21,0.53,Wednesday
44,2017-05-23,boxscore,TEX,W,11,6,23-21,3,-3.5,3:23:00,203.0,N,34769,2017,23,21,0.52,Tuesday
43,2017-05-21,boxscore,OAK,W,12,3,22-21,3,-4.0,3:11:00,191.0,D,20691,2017,22,21,0.51,Sunday
42,2017-05-20,boxscore,OAK,L,3,8,21-21,4,-4.5,3:22:00,202.0,D,20235,2017,21,21,0.5,Saturday
41,2017-05-19,boxscore,OAK,L,2,3,21-20,3,-4.0,3:12:00,192.0,N,24728,2017,21,20,0.51,Friday
40,2017-05-18,boxscore,OAK,L,3,8,21-19,3,-4.0,3:09:00,189.0,N,12016,2017,21,19,0.52,Thursday
39,2017-05-17,boxscore,STL,W,5,4,21-18,3,-4.0,4:20:00,260.0,N,44365,2017,21,18,0.54,Wednesday
38,2017-05-16,boxscore,STL,W,6,3,20-18,3,-4.0,3:21:00,201.0,N,41514,2017,20,18,0.53,Tuesday
37,2017-05-14,boxscore,TBR,L,2,11,19-18,3,-4.0,4:32:00,272.0,D,35080,2017,19,18,0.51,Sunday
36,2017-05-13,boxscore,TBR,W,6,3,19-17,3,-3.5,2:54:00,174.0,D,35447,2017,19,17,0.53,Saturday
35,2017-05-12,boxscore,TBR,L,4,5,18-17,3,-4.5,3:24:00,204.0,N,36496,2017,18,17,0.51,Friday
34,2017-05-11,boxscore,MIL,W,4,1,18-16,3,-4.5,3:29:00,209.0,D,26499,2017,18,16,0.53,Thursday
33,2017-05-10,boxscore,MIL,L,4,7,17-16,3,-5.0,3:37:00,217.0,N,23095,2017,17,16,0.52,Wednesday
32,2017-05-09,boxscore,MIL,L,7,11,17-15,3,-5.0,3:38:00,218.0,N,22524,2017,17,15,0.53,Tuesday
31,2017-05-07,boxscore,MIN,W,17,6,17-14,3,-4.0,3:46:00,226.0,D,31763,2017,17,14,0.55,Sunday
30,2017-05-06,boxscore,MIN,W,11,1,16-14,3,-4.0,3:03:00,183.0,D,30859,2017,16,14,0.53,Saturday
29,2017-05-05,boxscore,MIN,L,3,4,15-14,3,-4.0,3:24:00,204.0,N,28707,2017,15,14,0.52,Friday
28,2017-05-04,boxscore,BAL,L,3,8,15-13,3,-3.0,3:21:00,201.0,N,36563,2017,15,13,0.54,Thursday
27,2017-05-03,boxscore,BAL,W,4,2,15-12,3,-2.5,3:24:00,204.0,N,33162,2017,15,12,0.56,Wednesday
26,2017-05-02,boxscore,BAL,W,5,2,14-12,3,-2.5,2:33:00,153.0,N,32932,2017,14,12,0.54,Tuesday
25,2017-05-01,boxscore,BAL,L,2,5,13-12,3,-3.5,3:10:00,190.0,N,33489,2017,13,12,0.52,Monday
